,latitude,longitude,image_name,country_code,country,continent,region,alpha-2,sub-region
6260,-44.75380202,-67.98634798,6260.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6261,57.10662933,86.36558722,6261.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6262,64.22319527,69.04554374,6262.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6263,49.55074623,17.03348256,6263.png,CZ,Czechia,Europe,Czechia,CZ,Eastern Europe
6264,-37.1384801,-59.46183819,6264.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6265,5.955964598,8.800571279,6265.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6266,12.94444508,-16.45673322,6266.png,SN,Senegal,Africa,Senegal,SN,Sub-Saharan Africa
6267,38.5505803,26.57670017,6267.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6268,-23.77816788,-66.80061169,6268.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6269,42.72303824,26.11487088,6269.png,BG,Bulgaria,Europe,Bulgaria,BG,Eastern Europe
6270,-9.521230696,-75.02103182,6270.png,PE,Peru,South America,Peru,PE,Latin America and the Caribbean
6271,44.4943895,23.6662245,6271.png,RO,Romania,Europe,Romania,RO,Eastern Europe
6272,-6.85430672,-63.05635774,6272.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6273,-40.13601518,-67.26831811,6273.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6274,-24.43540644,-59.64874312,6274.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6275,51.40034318,30.76874788,6275.png,UA,Ukraine,Europe,Ukraine,UA,Eastern Europe
6276,-30.80674089,142.8925959,6276.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6277,47.20439423,117.3614048,6277.png,CN,China,Asia,China,CN,Eastern Asia
6278,10.14264222,9.294837683,6278.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6279,-41.72780175,148.2741833,6279.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6280,-30.03902406,20.63865342,6280.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
6281,-14.98634156,-46.2773605,6281.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6282,8.792747463,3.657433356,6282.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6283,-26.75129531,-64.01501856,6283.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6284,44.7503345,105.4241924,6284.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6285,54.31670685,73.55393185,6285.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6286,9.717681151,98.76040448,6286.png,TH,Thailand,Asia,Thailand,TH,South-eastern Asia
6287,38.08419359,35.19085833,6287.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6288,56.53367923,25.49586265,6288.png,LV,Latvia,Europe,Latvia,LV,Northern Europe
6289,48.01193481,100.418894,6289.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6290,11.97134585,104.5461547,6290.png,KH,Cambodia,Asia,Cambodia,KH,South-eastern Asia
6291,-26.42020015,30.76030016,6291.png,SZ,Eswatini,Africa,Eswatini,SZ,Sub-Saharan Africa
6292,54.19513275,53.41102963,6292.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6293,-28.39852983,-64.66672327,6293.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6294,-12.73780444,-49.53689793,6294.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6295,6.064748216,-72.13895287,6295.png,CO,Colombia,South America,Colombia,CO,Latin America and the Caribbean
6296,39.55154232,40.06403482,6296.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6297,22.47360713,-100.3872457,6297.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
6298,40.65354035,26.6341004,6298.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6299,8.166039767,80.20531059,6299.png,LK,Sri Lanka,Asia,Sri Lanka,LK,Southern Asia
6300,-6.11374339,-55.61601228,6300.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6301,63.89694802,68.4867259,6301.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6302,-18.58406557,25.63040577,6302.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6303,-32.98837845,138.1695393,6303.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6304,52.01438406,20.43867077,6304.png,PL,Poland,Europe,Poland,PL,Eastern Europe
6305,-22.7149805,115.3072477,6305.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6306,-35.65833952,137.2837804,6306.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6307,-21.66127885,139.2611445,6307.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6308,-28.2087469,-51.86987921,6308.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6309,9.594038361,6.020154839,6309.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6310,-0.054796195,29.94411142,6310.png,UG,Uganda,Africa,Uganda,UG,Sub-Saharan Africa
6311,-19.23067603,-42.1016191,6311.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6312,-24.1422386,28.04653471,6312.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
6313,35.58529907,128.7679651,6313.png,KR,"Korea, Republic of",Asia,"Korea, Republic of",KR,Eastern Asia
6314,9.665882608,6.719892393,6314.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6315,45.97070825,24.63133693,6315.png,RO,Romania,Europe,Romania,RO,Eastern Europe
6316,-35.71450762,-64.93328993,6316.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6317,9.393368039,6.848523802,6317.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6318,-4.767166686,-40.32401517,6318.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6319,-31.9352067,26.38730332,6319.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
6320,45.63854836,105.93619,6320.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6321,16.15553208,75.52579218,6321.png,IN,India,Asia,India,IN,Southern Asia
6322,11.52049931,104.1836538,6322.png,KH,Cambodia,Asia,Cambodia,KH,South-eastern Asia
6323,54.67915677,23.15580759,6323.png,LT,Lithuania,Europe,Lithuania,LT,Northern Europe
6324,-17.73677904,-40.59362828,6324.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6325,62.93342169,152.4004793,6325.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6326,-22.26651033,-43.24362312,6326.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6327,-31.58263529,132.0033136,6327.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6328,4.256339483,-74.88610051,6328.png,CO,Colombia,South America,Colombia,CO,Latin America and the Caribbean
6329,63.95702581,25.59905881,6329.png,FI,Finland,Europe,Finland,FI,Northern Europe
6330,-29.29021684,28.97413684,6330.png,LS,Lesotho,Africa,Lesotho,LS,Sub-Saharan Africa
6331,23.85922826,120.8132317,6331.png,TW,"Taiwan, Province of China",Asia,"Taiwan, Province of China",TW,
6332,52.28618688,32.27922917,6332.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6333,-13.16573366,-57.99403014,6333.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6334,50.45837359,17.40387414,6334.png,PL,Poland,Europe,Poland,PL,Eastern Europe
6335,7.906560364,10.66069511,6335.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6336,-8.01238211,-79.19022639,6336.png,PE,Peru,South America,Peru,PE,Latin America and the Caribbean
6337,-49.07637841,-70.24993568,6337.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6338,-31.14092823,120.6191508,6338.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6339,36.80625241,14.49175362,6339.png,IT,Italy,Europe,Italy,IT,Southern Europe
6340,41.41535376,27.3608336,6340.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6341,-3.81316719,104.173576,6341.png,ID,Indonesia,Asia,Indonesia,ID,South-eastern Asia
6342,-5.017704341,-41.61985487,6342.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6343,-33.95423407,147.3656467,6343.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6344,-44.9076683,-66.71683833,6344.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6345,19.43067899,-102.4754508,6345.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
6346,-13.58304686,132.256487,6346.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6347,51.15052625,15.54618951,6347.png,PL,Poland,Europe,Poland,PL,Eastern Europe
6348,-41.05422359,-70.20899037,6348.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6349,12.82871239,-11.87739562,6349.png,SN,Senegal,Africa,Senegal,SN,Sub-Saharan Africa
6350,-12.79972182,-54.20323272,6350.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6351,70.23210801,-26.55798988,6351.png,IS,Iceland,Europe,Iceland,IS,Northern Europe
6352,-25.86126041,-64.81350153,6352.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6353,-4.975415669,-61.5675052,6353.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6354,19.22827783,78.84393315,6354.png,IN,India,Asia,India,IN,Southern Asia
6355,-8.39736172,-74.53019275,6355.png,PE,Peru,South America,Peru,PE,Latin America and the Caribbean
6356,7.88148807,0.530607384,6356.png,TG,Togo,Africa,Togo,TG,Sub-Saharan Africa
6357,-3.551040727,38.78553117,6357.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
6358,-20.47908436,-47.58691892,6358.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6359,13.9171217,106.0120115,6359.png,LA,Lao People's Democratic Republic,Asia,Lao People's Democratic Republic,LA,South-eastern Asia
6360,-27.14198793,133.521535,6360.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6361,-46.76313804,-71.7753135,6361.png,CL,Chile,South America,Chile,CL,Latin America and the Caribbean
6362,-25.61093491,-48.55163388,6362.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6363,65.06124632,56.85412444,6363.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6364,-17.95890381,-46.01721166,6364.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6365,58.92162449,80.11960861,6365.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6366,-10.76345238,-38.90011693,6366.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6367,-21.3349211,145.0514055,6367.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6368,-24.38143709,-51.56055106,6368.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6369,-19.29578655,135.0727734,6369.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6370,-0.665871844,39.13718309,6370.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
6371,9.237162605,-2.45300298,6371.png,CI,Côte d'Ivoire,Africa,Côte d'Ivoire,CI,Sub-Saharan Africa
6372,-12.78819204,-43.20599335,6372.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6373,-25.69983615,-49.88503101,6373.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6374,-29.31624386,-60.85860059,6374.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6375,60.4016019,25.79145494,6375.png,FI,Finland,Europe,Finland,FI,Northern Europe
6376,45.99793264,108.8903478,6376.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6377,-3.192288792,38.53136384,6377.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
6378,49.68380122,107.3762759,6378.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6379,10.21730307,-0.829279654,6379.png,GH,Ghana,Africa,Ghana,GH,Sub-Saharan Africa
6380,-31.35821776,131.368435,6380.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6381,0.050302112,39.32959389,6381.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
6382,-37.1164561,141.9433002,6382.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6383,-8.142069812,-70.28875118,6383.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6385,-20.85775286,27.6283958,6385.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6386,38.94791792,43.20102724,6386.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6387,-23.80465235,145.5991507,6387.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6388,-21.59758763,25.73771608,6388.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6389,54.22447403,17.28183683,6389.png,PL,Poland,Europe,Poland,PL,Eastern Europe
6390,-5.922401949,-47.9112973,6390.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6391,-30.37766363,-53.7489696,6391.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6392,52.06459017,32.94703455,6392.png,UA,Ukraine,Europe,Ukraine,UA,Eastern Europe
6393,-30.4257799,26.11373465,6393.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
6394,-29.13420485,31.47224058,6394.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
6395,49.12030703,105.3543061,6395.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6396,48.35851782,102.3278588,6396.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6397,-33.60693623,148.1351519,6397.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6398,7.511233761,10.36471123,6398.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6399,0.849050428,122.7709133,6399.png,ID,Indonesia,Asia,Indonesia,ID,South-eastern Asia
6400,-47.05769845,-67.21082132,6400.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6401,-21.23943341,134.122655,6401.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6402,-31.0492684,150.2773299,6402.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6403,48.57465855,29.74779816,6403.png,UA,Ukraine,Europe,Ukraine,UA,Eastern Europe
6404,-16.85020534,-53.85741643,6404.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6405,39.29059626,26.29999362,6405.png,GR,Greece,Europe,Greece,GR,Southern Europe
6406,15.06259459,-16.01768751,6406.png,SN,Senegal,Africa,Senegal,SN,Sub-Saharan Africa
6407,11.94561709,103.1179626,6407.png,TH,Thailand,Asia,Thailand,TH,South-eastern Asia
6408,-22.79705013,139.994263,6408.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6409,-29.12585581,19.18744625,6409.png,ZA,South Africa,Africa,South Africa,ZA,Sub-Saharan Africa
6410,28.22984656,-101.5995352,6410.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
6411,-33.27686683,-64.87299979,6411.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6412,29.02519105,-110.3920792,6412.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
6413,8.28782754,125.823603,6413.png,PH,Philippines,Asia,Philippines,PH,South-eastern Asia
6414,-30.56589572,-51.63480634,6414.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6415,-7.127731352,-45.68132971,6415.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6416,3.338398592,39.2068509,6416.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
6417,38.42388867,35.86008024,6417.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6418,-27.81945258,-56.27436834,6418.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6419,-23.89898295,-60.75483746,6419.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6420,4.73570534,101.7017185,6420.png,MY,Malaysia,Asia,Malaysia,MY,South-eastern Asia
6421,-9.941204648,-56.76685386,6421.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6422,47.04329736,23.00503524,6422.png,RO,Romania,Europe,Romania,RO,Eastern Europe
6423,-14.29041377,-52.16898034,6423.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6424,-41.27868695,-68.94964941,6424.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6425,47.07918088,21.59036478,6425.png,HU,Hungary,Europe,Hungary,HU,Eastern Europe
6426,-34.36936264,-54.53088246,6426.png,UY,Uruguay,South America,Uruguay,UY,Latin America and the Caribbean
6427,-29.88411429,149.7918831,6427.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6428,30.7492083,71.81547614,6428.png,PK,Pakistan,Asia,Pakistan,PK,Southern Asia
6429,52.35077668,16.81379518,6429.png,PL,Poland,Europe,Poland,PL,Eastern Europe
6430,53.88883671,16.02542258,6430.png,PL,Poland,Europe,Poland,PL,Eastern Europe
6431,24.83883021,-98.16563778,6431.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
6432,19.57036962,-97.12006163,6432.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
6433,12.64108808,5.732679835,6433.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6434,-13.55191461,-50.30939731,6434.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6435,-18.70993959,121.8964551,6435.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6436,-32.06014268,122.230159,6436.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6437,11.88946313,4.394470891,6437.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6438,-24.65421606,25.66336023,6438.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6439,-4.475187852,-49.90736222,6439.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6440,55.93209563,97.98050306,6440.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6441,54.19126616,49.54687472,6441.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6442,5.536379608,-74.18991946,6442.png,CO,Colombia,South America,Colombia,CO,Latin America and the Caribbean
6443,57.82103223,85.63386691,6443.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6444,-15.40473016,131.5212749,6444.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6445,-28.88996962,27.96988276,6445.png,LS,Lesotho,Africa,Lesotho,LS,Sub-Saharan Africa
6446,-35.58032487,-68.67605829,6446.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6447,10.33996364,11.209888,6447.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6448,-24.44118231,23.74603049,6448.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6449,53.72516741,23.57878601,6449.png,BY,Belarus,Europe,Belarus,BY,Eastern Europe
6450,46.28082295,15.22322091,6450.png,SI,Slovenia,Europe,Slovenia,SI,Southern Europe
6451,48.17078578,22.9831529,6451.png,UA,Ukraine,Europe,Ukraine,UA,Eastern Europe
6452,7.782387475,-75.54170245,6452.png,CO,Colombia,South America,Colombia,CO,Latin America and the Caribbean
6453,48.2128687,111.5844239,6453.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6454,-26.65488721,148.7318613,6454.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6455,48.19572635,111.6270349,6455.png,MN,Mongolia,Asia,Mongolia,MN,Eastern Asia
6456,40.7999136,19.83767602,6456.png,AL,Albania,Europe,Albania,AL,Southern Europe
6457,7.9999839,6.50364663,6457.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6458,-15.59663575,131.2591931,6458.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6459,62.93970681,152.3838646,6459.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6460,29.97387587,-107.5414459,6460.png,MX,Mexico,North America,Mexico,MX,Latin America and the Caribbean
6461,-30.31166073,-66.86823171,6461.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6462,56.74004026,75.14933096,6462.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6463,6.058690543,0.952719144,6463.png,GH,Ghana,Africa,Ghana,GH,Sub-Saharan Africa
6464,-11.99755493,-48.60852621,6464.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6465,-28.72302191,145.6790848,6465.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6466,-32.82073912,151.0729561,6466.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6467,-17.59600763,-62.16465715,6467.png,BO,"Bolivia, Plurinational State of",South America,"Bolivia, Plurinational State of",BO,Latin America and the Caribbean
6468,-40.18190465,-66.036401,6468.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6469,-34.33401438,-65.32799344,6469.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6470,4.314420969,-60.51332352,6470.png,VE,"Venezuela, Bolivarian Republic of",South America,"Venezuela, Bolivarian Republic of",VE,Latin America and the Caribbean
6471,-34.67894281,142.7015266,6471.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6472,0.614826716,-60.27921584,6472.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6473,-6.983092756,-37.8498972,6473.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6474,22.7316816,87.60714518,6474.png,IN,India,Asia,India,IN,Southern Asia
6475,-44.60706166,-69.65693095,6475.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6476,-15.28283352,133.1312686,6476.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6477,-23.88511735,22.13254401,6477.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6478,-17.59773914,-62.59877206,6478.png,BO,"Bolivia, Plurinational State of",South America,"Bolivia, Plurinational State of",BO,Latin America and the Caribbean
6479,-20.67476695,-47.95559792,6479.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6480,11.75747055,12.22736854,6480.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6481,-15.41444819,-42.87021262,6481.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6482,-25.76299157,-52.51731572,6482.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6483,-17.48955257,-48.19216943,6483.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6484,-24.709015,26.83277206,6484.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6485,0.42743342,39.33662255,6485.png,KE,Kenya,Africa,Kenya,KE,Sub-Saharan Africa
6486,-10.96903631,-49.48765011,6486.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6487,-6.427212625,-47.56101478,6487.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6488,53.49471627,83.98398658,6488.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6489,-6.081354586,-46.77447486,6489.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6490,-9.686086218,-65.97054156,6490.png,BO,"Bolivia, Plurinational State of",South America,"Bolivia, Plurinational State of",BO,Latin America and the Caribbean
6491,-21.61464428,144.6096607,6491.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6492,0.864992025,-60.43524861,6492.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6493,-23.23507002,20.26254126,6493.png,NA,Namibia,Africa,Namibia,,
6494,64.96022289,-14.17270046,6494.png,IS,Iceland,Europe,Iceland,IS,Northern Europe
6495,-6.989351882,109.8077333,6495.png,ID,Indonesia,Asia,Indonesia,ID,South-eastern Asia
6496,-16.62534705,-40.80161763,6496.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6497,16.37586977,-14.05250926,6497.png,SN,Senegal,Africa,Senegal,SN,Sub-Saharan Africa
6498,50.18870476,116.6466002,6498.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6499,59.74994578,17.51694649,6499.png,SE,Sweden,Europe,Sweden,SE,Northern Europe
6500,7.447234768,7.539064175,6500.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6501,-24.90474855,26.27146894,6501.png,BW,Botswana,Africa,Botswana,BW,Sub-Saharan Africa
6502,-24.31141948,-61.89402458,6502.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6503,-18.64208524,141.7113882,6503.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6504,66.14011123,57.0243862,6504.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6505,-28.3993945,-62.44854042,6505.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6506,7.078372912,-1.408581272,6506.png,GH,Ghana,Africa,Ghana,GH,Sub-Saharan Africa
6507,12.71650847,102.8501623,6507.png,KH,Cambodia,Asia,Cambodia,KH,South-eastern Asia
6508,7.226879008,3.504800018,6508.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6509,-28.31262598,147.9198005,6509.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6510,62.10722964,117.6362566,6510.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6511,-33.92918004,-60.36904238,6511.png,AR,Argentina,South America,Argentina,AR,Latin America and the Caribbean
6512,58.47117881,25.47541685,6512.png,EE,Estonia,Europe,Estonia,EE,Northern Europe
6513,41.15346038,29.32318843,6513.png,TR,Turkey,Asia,Turkey,TR,Western Asia
6514,-34.1484223,148.8057556,6514.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6515,-19.90145494,-54.70519787,6515.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6516,15.52899657,104.8414649,6516.png,TH,Thailand,Asia,Thailand,TH,South-eastern Asia
6517,-25.60161191,143.0208391,6517.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6518,53.36640298,90.83029931,6518.png,RU,Russian Federation,Europe,Russian Federation,RU,Eastern Europe
6519,-22.73627191,115.2833516,6519.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6520,4.788840991,101.8109461,6520.png,MY,Malaysia,Asia,Malaysia,MY,South-eastern Asia
6521,5.925337118,-0.987646145,6521.png,GH,Ghana,Africa,Ghana,GH,Sub-Saharan Africa
6522,9.090419066,-1.823702038,6522.png,GH,Ghana,Africa,Ghana,GH,Sub-Saharan Africa
6523,-3.127873602,103.7328732,6523.png,ID,Indonesia,Asia,Indonesia,ID,South-eastern Asia
6524,11.7369529,12.18750957,6524.png,NG,Nigeria,Africa,Nigeria,NG,Sub-Saharan Africa
6525,-4.4319685,-61.0199681,6525.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
6526,45.30158844,21.24773863,6526.png,RO,Romania,Europe,Romania,RO,Eastern Europe
6527,-32.27794619,120.2581486,6527.png,AU,Australia,Oceania,Australia,AU,Australia and New Zealand
6528,17.86267034,100.8082031,6528.png,TH,Thailand,Asia,Thailand,TH,South-eastern Asia
6529,13.39239745,-14.80890278,6529.png,GM,Gambia,Africa,Gambia,GM,Sub-Saharan Africa
6530,-8.467817281,-55.13407888,6530.png,BR,Brazil,South America,Brazil,BR,Latin America and the Caribbean
