latitude,longitude,image_name,country_code,country,continent
46.6567815,13.94215276,1418.png,AT,Austria,Europe
-9.529520048,-36.97273697,1419.png,BR,Brazil,South America
-10.46051436,-62.57121986,1420.png,BR,Brazil,South America
60.1697496,17.92590169,1421.png,SE,Sweden,Europe
-9.745518221,-45.35391884,1422.png,BR,Brazil,South America
-1.402740526,120.8270571,1423.png,ID,Indonesia,Asia
-7.773361906,-72.20084745,1424.png,BR,Brazil,South America
0.960236847,-59.91246248,1425.png,BR,Brazil,South America
-34.11712846,119.0724991,1426.png,AU,Australia,Oceania
50.27461976,21.28648616,1427.png,PL,Poland,Europe
41.63127432,75.84543146,1428.png,KG,Kyrgyzstan,Asia
14.88152034,102.1512217,1429.png,TH,Thailand,Asia
38.61949825,-0.673167181,1430.png,ES,Spain,Europe
-50.43497072,-71.50479498,1431.png,AR,Argentina,South America
42.45637682,73.81372359,1432.png,KG,Kyrgyzstan,Asia
51.93693481,44.92479601,1433.png,RU,Russian Federation,Europe
-0.94132202,120.2252558,1434.png,ID,Indonesia,Asia
-26.5906833,120.2260383,1435.png,AU,Australia,Oceania
-31.05245221,118.1051927,1436.png,AU,Australia,Oceania
-7.516487766,-63.01702241,1437.png,BR,Brazil,South America
-30.40170349,20.49470135,1438.png,ZA,South Africa,Africa
-26.38291268,146.2466339,1439.png,AU,Australia,Oceania
14.95778099,-16.86885075,1440.png,SN,Senegal,Africa
-41.2699557,-68.87577328,1441.png,AR,Argentina,South America
48.72439175,9.096619975,1442.png,DE,Germany,Europe
-48.81852893,-69.7699096,1443.png,AR,Argentina,South America
26.79804532,-104.1901977,1444.png,MX,Mexico,North America
-13.30544055,-70.29809479,1445.png,PE,Peru,South America
-34.01484706,142.4748229,1446.png,AU,Australia,Oceania
-13.19843797,-51.90625809,1447.png,BR,Brazil,South America
61.81273277,77.43235861,1448.png,RU,Russian Federation,Europe
46.24191867,24.18477556,1449.png,RO,Romania,Europe
63.66228605,66.74600902,1450.png,RU,Russian Federation,Europe
31.63594558,-116.4715963,1451.png,MX,Mexico,North America
50.46937838,103.7861358,1452.png,RU,Russian Federation,Europe
50.73630786,18.93466498,1453.png,PL,Poland,Europe
8.823207796,7.046682652,1454.png,NG,Nigeria,Africa
10.16368725,7.90580241,1455.png,NG,Nigeria,Africa
-31.09121837,-66.73359469,1456.png,AR,Argentina,South America
-14.48015348,-58.49475515,1457.png,BR,Brazil,South America
-26.74073701,-65.77572074,1458.png,AR,Argentina,South America
48.09711353,102.5531089,1459.png,MN,Mongolia,Asia
-11.69049869,-46.13759467,1460.png,BR,Brazil,South America
51.81791842,32.89566424,1461.png,UA,Ukraine,Europe
39.2424541,31.396395,1462.png,TR,Turkey,Asia
11.73193925,9.587312793,1463.png,NG,Nigeria,Africa
11.31309376,11.30531251,1464.png,NG,Nigeria,Africa
8.292482977,100.2590652,1465.png,TH,Thailand,Asia
16.38390587,-14.06307515,1466.png,SN,Senegal,Africa
46.27767341,44.92951802,1467.png,RU,Russian Federation,Europe
-25.25701996,141.4056367,1468.png,AU,Australia,Oceania
14.27322709,104.5861237,1469.png,TH,Thailand,Asia
-28.22187222,-60.74897783,1470.png,AR,Argentina,South America
62.27606335,42.79305401,1471.png,RU,Russian Federation,Europe
-31.36105731,131.3215316,1472.png,AU,Australia,Oceania
-3.913546217,-40.34020768,1473.png,BR,Brazil,South America
-2.30794203,-45.27139283,1474.png,BR,Brazil,South America
-6.395450094,-55.56572167,1475.png,BR,Brazil,South America
-36.90328012,142.3308041,1476.png,AU,Australia,Oceania
10.86059491,79.06525852,1477.png,IN,India,Asia
-26.92130036,148.052955,1478.png,AU,Australia,Oceania
-28.88066812,152.57079,1479.png,AU,Australia,Oceania
-26.38354055,149.7169486,1480.png,AU,Australia,Oceania
-12.34798953,-45.99522141,1481.png,BR,Brazil,South America
-27.48899193,-53.36541962,1482.png,BR,Brazil,South America
-11.568092,-37.81689061,1483.png,BR,Brazil,South America
-28.7985268,-49.94878036,1484.png,BR,Brazil,South America
-21.15815892,117.3920794,1485.png,AU,Australia,Oceania
23.51876944,-106.3135721,1486.png,MX,Mexico,North America
18.88196784,-98.71998104,1487.png,MX,Mexico,North America
-12.50504995,-74.70820816,1488.png,PE,Peru,South America
8.743212763,-76.5396262,1489.png,CO,Colombia,South America
-5.255686178,-49.32619077,1490.png,BR,Brazil,South America
19.87071585,-89.23941665,1491.png,MX,Mexico,North America
18.54669604,-96.24743353,1492.png,MX,Mexico,North America
52.75385527,104.4569004,1493.png,RU,Russian Federation,Europe
-29.77784485,-61.80291789,1494.png,AR,Argentina,South America
-5.957919998,-40.11772793,1495.png,BR,Brazil,South America
17.72578952,99.573708,1496.png,TH,Thailand,Asia
62.39398164,16.56491394,1497.png,SE,Sweden,Europe
42.569701,12.04849773,1498.png,IT,Italy,Europe
61.77810885,45.31729887,1499.png,RU,Russian Federation,Europe
-28.97382402,29.89110442,1500.png,ZA,South Africa,Africa
-26.09887352,-49.37607691,1501.png,BR,Brazil,South America
12.67866036,5.509878854,1502.png,NG,Nigeria,Africa
20.34069523,-99.98025641,1503.png,MX,Mexico,North America
42.48536281,72.50271585,1504.png,KG,Kyrgyzstan,Asia
4.528307649,-60.17959399,1505.png,VE,"Venezuela, Bolivarian Republic of",South America
-0.42312022,36.01891188,1506.png,KE,Kenya,Africa
-12.07056144,-59.66233205,1507.png,BR,Brazil,South America
-38.51818486,143.3445157,1508.png,AU,Australia,Oceania
-28.68343492,-67.44313141,1509.png,AR,Argentina,South America
60.29644663,16.27768401,1510.png,SE,Sweden,Europe
52.18728855,16.71449901,1511.png,PL,Poland,Europe
-19.37300946,25.87740468,1512.png,BW,Botswana,Africa
-26.63189426,-53.88634568,1513.png,AR,Argentina,South America
17.59586452,77.98724429,1514.png,IN,India,Asia
51.63528061,90.0737651,1515.png,RU,Russian Federation,Europe
55.11608841,72.44082215,1516.png,RU,Russian Federation,Europe
-16.34822534,133.9193437,1517.png,AU,Australia,Oceania
-4.655061059,-38.94251396,1518.png,BR,Brazil,South America
50.66576567,105.2631711,1519.png,RU,Russian Federation,Europe
-35.991498,139.5780828,1520.png,AU,Australia,Oceania
-7.625205707,-36.57689991,1521.png,BR,Brazil,South America
-25.18053411,-65.4963035,1522.png,AR,Argentina,South America
16.28962186,-0.044627024,1523.png,ML,Mali,Africa
-26.10957642,148.6527645,1524.png,AU,Australia,Oceania
12.55446824,6.110648161,1525.png,NG,Nigeria,Africa
-31.35830618,-66.74639447,1526.png,AR,Argentina,South America
47.84652734,118.4814574,1527.png,MN,Mongolia,Asia
4.895542826,-71.58088065,1528.png,CO,Colombia,South America
38.13088264,-8.424752288,1529.png,PT,Portugal,Europe
17.10404733,102.8789551,1530.png,TH,Thailand,Asia
-12.61865749,-47.44881221,1531.png,BR,Brazil,South America
22.35346193,72.95837024,1532.png,IN,India,Asia
49.48169765,24.42442323,1533.png,UA,Ukraine,Europe
11.27226232,103.3324412,1534.png,KH,Cambodia,Asia
-24.96740578,143.9739644,1535.png,AU,Australia,Oceania
12.46900287,-11.90845441,1536.png,SN,Senegal,Africa
-16.45684228,-48.9922127,1537.png,BR,Brazil,South America
8.628149948,8.373059024,1538.png,NG,Nigeria,Africa
9.253196632,-74.35258373,1539.png,CO,Colombia,South America
64.88647391,56.34656912,1540.png,RU,Russian Federation,Europe
-1.152055684,116.7941445,1541.png,ID,Indonesia,Asia
50.65325041,25.47825315,1542.png,UA,Ukraine,Europe
47.35155203,92.18709605,1543.png,MN,Mongolia,Asia
6.22212995,6.14014447,1544.png,NG,Nigeria,Africa
6.308346848,6.419462194,1545.png,NG,Nigeria,Africa
-17.14035672,-39.87810469,1546.png,BR,Brazil,South America
-11.79356899,-46.23305493,1547.png,BR,Brazil,South America
39.86287391,-6.155659146,1548.png,ES,Spain,Europe
-35.05539946,-69.55964218,1549.png,AR,Argentina,South America
62.16302489,117.7451135,1550.png,RU,Russian Federation,Europe
0.037127112,110.0997664,1551.png,ID,Indonesia,Asia
47.90046345,46.12700096,1552.png,RU,Russian Federation,Europe
51.46032023,28.86599262,1553.png,UA,Ukraine,Europe
-8.224307044,-42.53783797,1554.png,BR,Brazil,South America
42.38611199,19.04605911,1555.png,ME,Montenegro,Europe
-19.87556131,136.3029707,1556.png,AU,Australia,Oceania
61.76570338,66.00008307,1557.png,RU,Russian Federation,Europe
0.451126112,40.28712758,1558.png,KE,Kenya,Africa
-3.152237809,-43.51239926,1559.png,BR,Brazil,South America
42.15889804,22.85790298,1560.png,BG,Bulgaria,Europe
56.70828852,49.76060693,1561.png,RU,Russian Federation,Europe
-8.591541061,-55.06541574,1562.png,BR,Brazil,South America
-26.6524662,21.83446174,1563.png,BW,Botswana,Africa
18.2072622,75.70735187,1564.png,IN,India,Asia
58.74209993,40.27886992,1565.png,RU,Russian Federation,Europe
14.25164248,-5.982373321,1566.png,ML,Mali,Africa
-31.83692305,132.6991661,1567.png,AU,Australia,Oceania
-8.059343302,-71.20165283,1568.png,BR,Brazil,South America
55.25297732,41.81511469,1569.png,RU,Russian Federation,Europe
67.30604102,22.241163,1570.png,SE,Sweden,Europe
-12.53939174,-38.70639285,1571.png,BR,Brazil,South America
-32.12726447,133.8089557,1572.png,AU,Australia,Oceania
50.28722968,98.9553957,1573.png,MN,Mongolia,Asia
-24.26424818,139.42302,1574.png,AU,Australia,Oceania
63.96231165,14.05103432,1575.png,SE,Sweden,Europe
0.099872301,-51.09150494,1576.png,BR,Brazil,South America
6.606183173,-2.101240279,1577.png,GH,Ghana,Africa
-8.662694788,-76.85720874,1578.png,PE,Peru,South America
12.34930038,9.634690528,1579.png,NG,Nigeria,Africa
31.84364253,75.13701483,1580.png,IN,India,Asia
-32.30370972,125.2148239,1581.png,AU,Australia,Oceania
-8.630449419,-35.83374093,1582.png,BR,Brazil,South America
62.02792121,24.48887891,1583.png,FI,Finland,Europe
62.80065685,22.85508192,1584.png,FI,Finland,Europe
-20.17825283,-47.04639302,1585.png,BR,Brazil,South America
-22.59055469,136.8844882,1586.png,AU,Australia,Oceania
66.8115405,27.50211076,1587.png,FI,Finland,Europe
12.79677914,104.7788292,1588.png,KH,Cambodia,Asia
24.37513835,-105.1493786,1589.png,MX,Mexico,North America
-25.18606152,132.5139656,1590.png,AU,Australia,Oceania
-33.96776267,142.6192121,1591.png,AU,Australia,Oceania
12.38171485,103.2608135,1592.png,KH,Cambodia,Asia
-9.839452017,-41.5482559,1593.png,BR,Brazil,South America
-26.38408835,-53.53141171,1594.png,AR,Argentina,South America
18.10869688,99.02189294,1595.png,TH,Thailand,Asia
-26.75612574,20.00075983,1596.png,NA,Namibia,Africa
-26.89503077,24.75144508,1597.png,ZA,South Africa,Africa
27.22963442,-101.4211766,1598.png,MX,Mexico,North America
-33.81342353,19.81468421,1599.png,ZA,South Africa,Africa
-13.60195972,-41.33147718,1600.png,BR,Brazil,South America
-2.428950555,37.6667537,1601.png,KE,Kenya,Africa
60.89533069,26.56341865,1602.png,FI,Finland,Europe
-31.24356283,-54.24104749,1603.png,BR,Brazil,South America
-15.8299923,-49.61878564,1604.png,BR,Brazil,South America
6.546828747,-2.169647951,1605.png,GH,Ghana,Africa
-19.68295864,-47.95256999,1606.png,BR,Brazil,South America
6.667236302,3.06449102,1607.png,NG,Nigeria,Africa
9.991129036,-75.26624133,1608.png,CO,Colombia,South America
-11.49374238,-58.62715898,1609.png,BR,Brazil,South America
62.44196326,12.9637763,1610.png,SE,Sweden,Europe
67.25998298,28.36068103,1611.png,FI,Finland,Europe
23.22751687,-104.5369794,1612.png,MX,Mexico,North America
50.28998048,22.55340174,1613.png,PL,Poland,Europe
-22.21104417,-56.77042394,1614.png,PY,Paraguay,South America
48.11581733,20.75578868,1615.png,HU,Hungary,Europe
62.70844651,147.5377892,1616.png,RU,Russian Federation,Europe
-30.88658184,141.7748319,1617.png,AU,Australia,Oceania
67.69071963,24.0779238,1618.png,FI,Finland,Europe
-16.6306425,-69.71761674,1619.png,PE,Peru,South America
53.00110021,16.14277319,1620.png,PL,Poland,Europe
52.07664088,18.80427263,1621.png,PL,Poland,Europe
-38.14473874,-65.81477977,1622.png,AR,Argentina,South America
-34.71184267,-68.27940758,1623.png,AR,Argentina,South America
46.55206061,134.249041,1624.png,RU,Russian Federation,Europe
-23.06659858,-63.96218889,1625.png,AR,Argentina,South America
-50.3305556,-73.2341667,1626.png,AR,Argentina,South America
-29.68745407,115.3399328,1627.png,AU,Australia,Oceania
-31.37250545,131.1528542,1628.png,AU,Australia,Oceania
-9.419271551,-61.97088681,1629.png,BR,Brazil,South America
-27.94508319,120.0359183,1630.png,AU,Australia,Oceania
59.25621491,15.37330994,1631.png,SE,Sweden,Europe
-29.01852299,-62.09340804,1632.png,AR,Argentina,South America
12.09253309,9.323421348,1633.png,NG,Nigeria,Africa
-45.5824541,-70.95033124,1634.png,AR,Argentina,South America
-14.31024114,-39.29047649,1635.png,BR,Brazil,South America
16.98725237,102.7361891,1636.png,TH,Thailand,Asia
57.36669292,93.12067963,1637.png,RU,Russian Federation,Europe
-18.03598999,-48.54832508,1638.png,BR,Brazil,South America
-9.882702507,-41.77497116,1639.png,BR,Brazil,South America
10.03453076,-74.2206362,1640.png,CO,Colombia,South America
59.5327578,69.98640709,1641.png,RU,Russian Federation,Europe
47.87642531,103.4365536,1642.png,MN,Mongolia,Asia
51.51889962,45.01955686,1643.png,RU,Russian Federation,Europe
64.50713022,141.8911647,1644.png,RU,Russian Federation,Europe
-35.35511317,145.5595906,1645.png,AU,Australia,Oceania
-19.47739995,-68.67520516,1646.png,BO,"Bolivia, Plurinational State of",South America
-18.26013486,-40.44184841,1647.png,BR,Brazil,South America
-15.06781403,-47.08097179,1648.png,BR,Brazil,South America
24.8948017,91.8690311,1649.png,BD,Bangladesh,Asia
62.2864684,43.88735424,1650.png,RU,Russian Federation,Europe
46.79482353,9.126987554,1651.png,CH,Switzerland,Europe
-5.647012261,-44.43232586,1652.png,BR,Brazil,South America
-17.74297848,123.5809126,1653.png,AU,Australia,Oceania
-26.70312659,26.14911822,1654.png,ZA,South Africa,Africa
43.13104682,25.13035737,1655.png,BG,Bulgaria,Europe
57.6808348,29.37699748,1656.png,RU,Russian Federation,Europe
-7.635555199,-42.39355877,1657.png,BR,Brazil,South America
14.91387696,-12.45696439,1658.png,SN,Senegal,Africa
46.98696711,119.2665756,1659.png,CN,China,Asia
38.8793259,30.80186097,1660.png,TR,Turkey,Asia
21.417519,-101.2781215,1661.png,MX,Mexico,North America
27.27154197,77.96419647,1662.png,IN,India,Asia
-4.156459744,-39.00926155,1663.png,BR,Brazil,South America
-26.84589012,25.99922266,1664.png,ZA,South Africa,Africa
57.44685276,88.61202309,1665.png,RU,Russian Federation,Europe
7.353489901,-2.388124649,1666.png,GH,Ghana,Africa
-15.08984308,-41.10192993,1667.png,BR,Brazil,South America
-38.98103444,-61.27638638,1668.png,AR,Argentina,South America
59.03445765,27.06002529,1669.png,EE,Estonia,Europe
11.50630798,4.493739494,1670.png,NG,Nigeria,Africa
17.39231637,102.9526226,1671.png,TH,Thailand,Asia
8.282785164,5.832446679,1672.png,NG,Nigeria,Africa
16.05054326,103.9798444,1673.png,TH,Thailand,Asia
-11.4018129,-39.33787512,1674.png,BR,Brazil,South America
45.61599109,27.55814992,1675.png,RO,Romania,Europe
16.5541778,-89.43846159,1676.png,GT,Guatemala,North America
-38.15105877,-66.9277234,1677.png,AR,Argentina,South America
40.94362211,34.20670724,1678.png,TR,Turkey,Asia
-26.07953445,-51.15611865,1679.png,BR,Brazil,South America
-19.06485187,-42.55374194,1680.png,BR,Brazil,South America
54.80513298,59.96821075,1681.png,RU,Russian Federation,Europe
-6.767052296,-42.34364272,1682.png,BR,Brazil,South America
9.596010847,6.020632454,1683.png,NG,Nigeria,Africa
-24.55813296,119.620919,1684.png,AU,Australia,Oceania
-18.08820912,-64.34750102,1685.png,BO,"Bolivia, Plurinational State of",South America
57.37752185,47.08116539,1686.png,RU,Russian Federation,Europe
-38.04624507,-65.62393934,1687.png,AR,Argentina,South America
-26.84224534,-62.71546387,1688.png,AR,Argentina,South America
-21.16861553,22.308766,1689.png,BW,Botswana,Africa
7.198461389,4.349549923,1690.png,NG,Nigeria,Africa
-6.87316117,-55.43800736,1691.png,BR,Brazil,South America
-19.18883913,-43.25833131,1692.png,BR,Brazil,South America
18.0183677,-91.6725355,1693.png,MX,Mexico,North America
43.78457496,23.99488408,1694.png,RO,Romania,Europe
23.83102848,90.52291229,1695.png,BD,Bangladesh,Asia
49.5548961,107.3807407,1696.png,MN,Mongolia,Asia
-16.04036593,142.5727813,1697.png,AU,Australia,Oceania
16.28942793,-0.045096009,1698.png,ML,Mali,Africa
-16.22393683,-69.46234836,1699.png,PE,Peru,South America
54.78511586,46.33696625,1700.png,RU,Russian Federation,Europe
-15.5694079,135.3745358,1701.png,AU,Australia,Oceania
-1.35484417,37.92133859,1702.png,KE,Kenya,Africa
-30.81369084,18.11571477,1703.png,ZA,South Africa,Africa
35.19197925,24.45219479,1704.png,GR,Greece,Europe
-5.405463718,-45.37292128,1705.png,BR,Brazil,South America
-26.03447288,146.7605853,1706.png,AU,Australia,Oceania
0.157838515,-76.85061432,1707.png,EC,Ecuador,South America
24.24697689,91.49696469,1708.png,BD,Bangladesh,Asia
7.771342955,80.34701061,1709.png,LK,Sri Lanka,Asia
50.94250587,22.46429993,1710.png,PL,Poland,Europe
-15.57828313,-53.36387872,1711.png,BR,Brazil,South America
-17.95626209,127.7944198,1712.png,AU,Australia,Oceania
6.814946236,-71.23487619,1713.png,CO,Colombia,South America
-1.736445429,119.3827633,1714.png,ID,Indonesia,Asia
23.2966775,-104.5200701,1715.png,MX,Mexico,North America
3.699147228,-60.32005354,1716.png,GY,Guyana,South America
-31.1568492,-57.03450261,1717.png,UY,Uruguay,South America
12.37562362,4.604407935,1718.png,NG,Nigeria,Africa
-22.90311802,22.10859308,1719.png,BW,Botswana,Africa
61.55508537,53.69816194,1720.png,RU,Russian Federation,Europe
-30.0195128,148.3614672,1721.png,AU,Australia,Oceania
-31.91009399,127.1358784,1722.png,AU,Australia,Oceania
-36.05810175,141.7388416,1723.png,AU,Australia,Oceania
-28.9516041,-62.18171311,1724.png,AR,Argentina,South America
-19.61399375,-67.71842123,1725.png,BO,"Bolivia, Plurinational State of",South America
-25.02586219,114.874677,1726.png,AU,Australia,Oceania
-26.22700688,-67.40207625,1727.png,AR,Argentina,South America
63.0106193,43.24097474,1728.png,RU,Russian Federation,Europe
-30.59838295,-56.6316648,1729.png,UY,Uruguay,South America
52.3780861,18.00776198,1730.png,PL,Poland,Europe
43.9972672,15.43694752,1731.png,HR,Croatia,Europe
-26.6316555,-53.88551223,1732.png,AR,Argentina,South America
-23.50523165,-54.83599476,1733.png,BR,Brazil,South America
-0.40913847,35.06705487,1734.png,KE,Kenya,Africa
62.72959881,25.99218468,1735.png,FI,Finland,Europe
2.792766491,97.89657729,1736.png,ID,Indonesia,Asia
-26.59156434,133.2533896,1737.png,AU,Australia,Oceania
-23.11131718,-54.22079227,1738.png,BR,Brazil,South America
11.03716409,9.573876773,1739.png,NG,Nigeria,Africa
-26.07862983,148.6109751,1740.png,AU,Australia,Oceania
24.79817515,-98.1351075,1741.png,MX,Mexico,North America
-22.50406769,-54.13124136,1742.png,BR,Brazil,South America
62.93869574,152.3893625,1743.png,RU,Russian Federation,Europe
-13.69845283,-39.04012126,1744.png,BR,Brazil,South America
-19.70216018,140.2215784,1745.png,AU,Australia,Oceania
-5.853998852,-39.23548226,1746.png,BR,Brazil,South America
37.2129632,39.53681473,1747.png,TR,Turkey,Asia
-25.79943921,-60.39614547,1748.png,AR,Argentina,South America
-17.67097003,123.3517529,1749.png,AU,Australia,Oceania
-9.882702507,-41.77497116,1750.png,BR,Brazil,South America
10.55837151,11.365356,1751.png,NG,Nigeria,Africa
-22.31729956,144.4800706,1752.png,AU,Australia,Oceania
-33.00391143,20.56827522,1753.png,ZA,South Africa,Africa
52.30274959,19.02379172,1754.png,PL,Poland,Europe
11.01790499,4.768007109,1755.png,NG,Nigeria,Africa
57.06802012,39.44277505,1756.png,RU,Russian Federation,Europe
-32.45744606,123.9346474,1757.png,AU,Australia,Oceania
55.59533369,21.54986556,1758.png,LT,Lithuania,Europe
5.139123679,116.3113354,1759.png,MY,Malaysia,Asia
-22.43270553,21.75343495,1760.png,BW,Botswana,Africa
-21.59770596,115.941395,1761.png,AU,Australia,Oceania
27.56885275,90.44886138,1762.png,BT,Bhutan,Asia
-27.5218092,-61.73255351,1763.png,AR,Argentina,South America
4.993481569,-71.87799375,1764.png,CO,Colombia,South America
26.9726205,74.86525873,1765.png,IN,India,Asia
38.39889792,43.19741211,1766.png,TR,Turkey,Asia
57.47023711,21.96622618,1767.png,LV,Latvia,Europe
-15.65511062,-43.83339697,1768.png,BR,Brazil,South America
51.70569258,19.4954722,1769.png,PL,Poland,Europe
-18.70226827,-65.35645433,1770.png,BO,"Bolivia, Plurinational State of",South America
31.22700074,74.91769646,1771.png,IN,India,Asia
-8.142069812,-70.28875118,1772.png,BR,Brazil,South America
-20.56513281,-47.88391799,1773.png,BR,Brazil,South America
-31.93573881,-65.82315089,1774.png,AR,Argentina,South America
-5.168039474,-36.97514482,1775.png,BR,Brazil,South America
16.78661069,-91.83066815,1776.png,MX,Mexico,North America
13.84203744,-90.26239022,1777.png,GT,Guatemala,North America
15.33051849,74.04090113,1778.png,IN,India,Asia
-43.81567963,-68.62468474,1779.png,AR,Argentina,South America
41.50315456,13.40467596,1780.png,IT,Italy,Europe
55.45298199,51.41626777,1781.png,RU,Russian Federation,Europe
-28.32586633,-49.08215456,1782.png,BR,Brazil,South America
-22.26947958,140.0646322,1783.png,AU,Australia,Oceania
-43.83979052,-67.78176013,1784.png,AR,Argentina,South America
9.862089691,-74.84959894,1785.png,CO,Colombia,South America
-33.67033647,141.7977045,1786.png,AU,Australia,Oceania
-24.82342289,133.1886013,1787.png,AU,Australia,Oceania
10.11461217,6.12423154,1788.png,NG,Nigeria,Africa
-3.665514532,-41.8742656,1789.png,BR,Brazil,South America
-28.46068979,-62.10531561,1790.png,AR,Argentina,South America
20.6496489,78.31903602,1791.png,IN,India,Asia
-6.920437454,111.5528355,1792.png,ID,Indonesia,Asia
65.77679261,-22.21376344,1793.png,IS,Iceland,Europe
56.96051239,14.52982879,1794.png,SE,Sweden,Europe
63.06986005,74.54763978,1795.png,RU,Russian Federation,Europe
-13.22599241,-50.56905267,1796.png,BR,Brazil,South America
48.45283713,20.56973023,1797.png,HU,Hungary,Europe
-33.49223608,23.57259103,1798.png,ZA,South Africa,Africa
-29.12185175,152.9989508,1799.png,AU,Australia,Oceania
56.8051582,16.08773226,1800.png,SE,Sweden,Europe
-7.879034312,-63.26988962,1801.png,BR,Brazil,South America
0.852370915,-59.61557811,1802.png,BR,Brazil,South America
-37.65314722,147.881573,1803.png,AU,Australia,Oceania
44.28853377,20.57970635,1804.png,RS,Serbia,Europe
11.52735412,104.5375459,1805.png,KH,Cambodia,Asia
-25.69153804,141.2450283,1806.png,AU,Australia,Oceania
18.64468041,78.93957183,1807.png,IN,India,Asia
38.14750445,40.07212392,1808.png,TR,Turkey,Asia
56.10907439,92.92682111,1809.png,RU,Russian Federation,Europe
1.732646234,40.62545106,1810.png,KE,Kenya,Africa
-16.21429899,133.4248793,1811.png,AU,Australia,Oceania
13.01104207,77.95084793,1812.png,IN,India,Asia
57.1516672,22.20530197,1813.png,LV,Latvia,Europe
4.9881411,-73.27583284,1814.png,CO,Colombia,South America
33.78021214,10.85055604,1815.png,TN,Tunisia,Africa
-3.777461025,-58.93071336,1816.png,BR,Brazil,South America
29.66984199,-112.3448109,1817.png,MX,Mexico,North America
62.04217455,49.55113163,1818.png,RU,Russian Federation,Europe
41.8312025,19.96723282,1819.png,AL,Albania,Europe
58.37582643,16.62442546,1820.png,SE,Sweden,Europe
42.81421283,75.50588374,1821.png,KG,Kyrgyzstan,Asia
39.6095583,140.6701383,1822.png,JP,Japan,Asia
-14.39555486,-57.57003244,1823.png,BR,Brazil,South America
-43.36379842,-65.71770384,1824.png,AR,Argentina,South America
-29.40944193,-63.71105667,1825.png,AR,Argentina,South America
-17.95225217,125.2629297,1826.png,AU,Australia,Oceania
23.04443866,-102.0571974,1827.png,MX,Mexico,North America
-3.488802117,-51.18010621,1828.png,BR,Brazil,South America
-3.38559329,37.7928072,1829.png,KE,Kenya,Africa
61.26796316,65.11318793,1830.png,RU,Russian Federation,Europe
-34.70235736,-60.9349788,1831.png,AR,Argentina,South America
-5.339212983,-41.55828454,1832.png,BR,Brazil,South America
-30.36535488,152.5471409,1833.png,AU,Australia,Oceania
-12.73953855,-54.52699435,1834.png,BR,Brazil,South America
49.58412828,18.47851919,1835.png,CZ,Czechia,Europe
9.680126803,6.551335877,1836.png,NG,Nigeria,Africa
-30.10888217,116.0618525,1837.png,AU,Australia,Oceania
62.80065685,22.85508192,1838.png,FI,Finland,Europe
-20.85473383,118.0618408,1839.png,AU,Australia,Oceania
-33.07026663,-64.52805695,1840.png,AR,Argentina,South America
-31.59872144,144.978961,1841.png,AU,Australia,Oceania
-21.97918759,144.6560709,1842.png,AU,Australia,Oceania
53.39259958,51.40504761,1843.png,RU,Russian Federation,Europe
-22.33790876,-45.95137952,1844.png,BR,Brazil,South America
-18.59490802,-41.48803968,1845.png,BR,Brazil,South America
13.05141929,5.187389087,1846.png,NG,Nigeria,Africa
-8.817948185,-67.06636857,1847.png,BR,Brazil,South America
-11.02489108,-48.26678992,1848.png,BR,Brazil,South America
53.34745089,142.9934962,1849.png,RU,Russian Federation,Europe
62.11309567,25.24255705,1850.png,FI,Finland,Europe
-34.69230569,-56.00974264,1851.png,UY,Uruguay,South America
-26.63238932,-60.33941397,1852.png,AR,Argentina,South America
-26.46910172,119.4528183,1853.png,AU,Australia,Oceania
-29.09006706,-67.46830897,1854.png,AR,Argentina,South America
-37.05016775,145.2845481,1855.png,AU,Australia,Oceania
-19.85295272,142.8408008,1856.png,AU,Australia,Oceania
-20.1247737,-66.26057161,1857.png,BO,"Bolivia, Plurinational State of",South America
58.11431144,102.6974773,1858.png,RU,Russian Federation,Europe
-33.2327412,-60.93493078,1859.png,AR,Argentina,South America
28.25725188,-101.0386828,1860.png,MX,Mexico,North America
6.965329312,81.28667596,1861.png,LK,Sri Lanka,Asia
49.98313581,46.5070688,1862.png,RU,Russian Federation,Europe
-32.31410355,-53.13537898,1863.png,BR,Brazil,South America
-16.21182889,144.7315905,1864.png,AU,Australia,Oceania
-28.38102232,116.3224068,1865.png,AU,Australia,Oceania
-27.98750878,149.3497445,1866.png,AU,Australia,Oceania
-36.69998038,145.4317561,1867.png,AU,Australia,Oceania
63.6518401,53.76624077,1868.png,RU,Russian Federation,Europe
-43.86498926,-68.84959389,1869.png,AR,Argentina,South America
17.31705078,-94.85451485,1870.png,MX,Mexico,North America
52.43452447,17.83311082,1871.png,PL,Poland,Europe
64.57535307,29.70019602,1872.png,FI,Finland,Europe
-10.86243022,-62.80469504,1873.png,BR,Brazil,South America
-27.65568524,114.6809128,1874.png,AU,Australia,Oceania
-32.93300387,-59.32841822,1875.png,AR,Argentina,South America
63.90868627,68.21023312,1876.png,RU,Russian Federation,Europe
0.542277857,100.3846654,1877.png,ID,Indonesia,Asia
-8.970254229,-40.26349358,1878.png,BR,Brazil,South America
46.36965156,15.58170208,1879.png,SI,Slovenia,Europe
-30.0506825,28.4929367,1880.png,LS,Lesotho,Africa
-23.49646371,-47.46054193,1881.png,BR,Brazil,South America
-21.78469119,26.08287478,1882.png,BW,Botswana,Africa
-18.8550193,-52.48416234,1883.png,BR,Brazil,South America
-19.7859965,-44.71599764,1884.png,BR,Brazil,South America
