<<<<<<< HEAD
﻿Image Name,Analysis Result
roi_12029_0.jpeg,"[""Soil""]
"
roi_12029_1.jpeg,"[""Soil"", ""Fence"", ""Vegetation"", ""Bush""]
"
roi_12029_2.jpeg,"[""Vegetation""]"
roi_12029_3.jpeg,"[""Vegetation""]
"
roi_12029_4.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_12029_5.jpeg,"[""Sky"", ""Building""]
"
roi_12033_0.jpeg,"[""Nothing""]
"
roi_12033_1.jpeg,"[""Fence"", ""Vegetation"", ""Bush""]
"
roi_12033_2.jpeg,"[""Fence"", ""Vegetation"", ""Bush""]
"
roi_12033_3.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12041_0.jpeg,"[""Road"", ""Roadmark"", ""Vegetation""]
"
roi_12041_1.jpeg,"[""Tree"", ""Vegetation"", ""Sky"", ""Bush""]
"
roi_12047_0.jpeg,"[""Soil""]
"
roi_12047_1.jpeg,"[""Soil"", ""Vegetation""]
"
roi_12047_2.jpeg,"[""Nothing""]
"
roi_1204_0.jpeg,"[""Soil"", ""Vegetation"", ""Bush"", ""Tree""]
"
roi_12052_0.jpeg,"[""Road"", ""Roadmark"", ""Vegetation"", ""Building"", ""Shadow of a car"", ""Pole"", ""Vehicle""]
"
roi_12052_1.jpeg,"[""Tree"", ""Vegetation"", ""Building"", ""Bush""]
"
roi_12056_0.jpeg,"[""Pole"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_12056_1.jpeg,"[""Nothing""]
"
roi_12056_2.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_1205_0.jpeg,"[""Soil"", ""Vegetation"", ""Tree"", ""Sky""]
"
roi_1205_1.jpeg,"[""Sky"", ""Road"", ""Pole"", ""Tree"", ""Vegetation"", ""Mountain"", ""Powerline"", ""House"", ""Bush""]
"
roi_12060_0.jpeg,"```
[""Road"", ""Building"", ""House"", ""Vegetation"", ""Bush"", ""Roadmark"", ""Car"", ""Shadow of a car"", ""Fence""]
```
"
roi_12060_1.jpeg,"[""Building"", ""House"", ""Vegetation""]
"
roi_12060_2.jpeg,"[""Nothing""]
"
roi_12066_0.jpeg,"[""Nothing""]
"
roi_12066_1.jpeg,"[""Sky"", ""Building"", ""Tree"", ""Person"", ""Bicycle"", ""Text"", ""Vegetation""]
"
roi_12066_2.jpeg,"[""Sky"", ""Cloud""]
"
roi_12073_0.jpeg,"[""House"", ""Tree"", ""Vegetation"", ""Sky"", ""Snow"", ""Bush""]
"
roi_12074_0.jpeg,"[""Vegetation"", ""Field""]
"
roi_12078_0.jpeg,"[""Nothing""]
"
roi_12078_1.jpeg,"[""Vegetation""]
"
roi_12078_2.jpeg,"[""Nothing""]"
roi_12080_0.jpeg,"[""Nothing""]
"
roi_12080_1.jpeg,"[""Nothing""]
"
roi_12085_0.jpeg,"[""Shadow of a car"", ""Vegetation""]"
roi_12085_1.jpeg,"[""Nothing""]
"
roi_12086_0.jpeg,"[""Nothing""]
"
roi_12086_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_1208_0.jpeg,"[""Vegetation"", ""Road"", ""Roadmark""]
"
roi_1208_1.jpeg,"[""Vegetation""]
"
roi_12092_0.jpeg,"[""Vegetation"", ""Field""]
"
roi_12092_1.jpeg,"[""Vegetation""]
"
roi_12094_0.jpeg,"[""Nothing""]
"
roi_12094_1.jpeg,"[""Soil""]
"
roi_12094_2.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_12094_3.jpeg,"[""Sky""]
"
roi_12099_0.jpeg,"[""Vegetation"", ""Soil""]
"
roi_12099_1.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Building"", ""House""]
"
roi_12099_2.jpeg,"[""Vegetation"", ""Body of water""]
"
roi_1209_0.jpeg,"[""Road"", ""Vegetation""]
"
roi_1209_1.jpeg,"[""Nothing""]"
roi_12100_0.jpeg,"[""Soil""]
"
roi_12100_1.jpeg,"[""Sky"", ""Tree"", ""House"", ""Road"", ""Vegetation"", ""Bush""]"
roi_12100_2.jpeg,"[""Vegetation""]
"
roi_12102_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12102_1.jpeg,"[""Car"", ""Vehicle"", ""Fence"", ""Vegetation"", ""Wall"", ""Shadow""]
"
roi_12102_2.jpeg,"[""Building"", ""House"", ""Pole"", ""Tree"", ""Vegetation"", ""Sky"", ""Road"", ""Person""]
"
roi_12104_0.jpeg,"[""Vegetation"", ""Bush"", ""Fence""]
"
roi_12104_1.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Field"", ""Road"", ""Bush""]
"
roi_12108_0.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Road"", ""Pole"", ""Person"", ""Bench"", ""Bush"", ""Shadow""]
"
roi_12110_0.jpeg,"[""Vegetation""]
"
roi_12110_1.jpeg,"[""Nothing""]
"
roi_12117_0.jpeg,"[""Nothing""]"
roi_12117_1.jpeg,"[""Tree"", ""Vegetation""]
"
roi_12120_0.jpeg,"[""Soil"", ""Vegetation""]
"
roi_12120_1.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_12120_2.jpeg,"[""Vegetation""]
"
roi_12122_0.jpeg,"[""Vegetation"", ""Tree"", ""Bush"", ""Road"", ""Soil""]
"
roi_12122_1.jpeg,"[""Tree"", ""Vegetation"", ""Bush""]
"
roi_12122_2.jpeg,"[""Nothing""]
"
roi_12122_3.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_12133_0.jpeg,"[""Nothing""]
"
roi_12133_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12133_2.jpeg,"[""Vegetation""]
"
roi_12137_0.jpeg,"[""Nothing""]
"
roi_12137_1.jpeg,"[""Sky"", ""Road"", ""Tree"", ""Pole"", ""Vegetation"", ""Bush"", ""Building"", ""Shadow of a car""]
"
roi_12146_0.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_12147_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12150_0.jpeg,"[""Nothing""]
"
roi_12150_1.jpeg,"[""Car"", ""Tree"", ""Vegetation"", ""Road"", ""Roadmark"", ""Soil"", ""Shadow of a car""]
"
roi_12153_0.jpeg,"[""Road"", ""Nothing""]
"
roi_12153_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12153_2.jpeg,"[""Vegetation""]
"
roi_12153_3.jpeg,"[""Sky""]
"
roi_12155_0.jpeg,"[""Nothing""]
"
roi_12155_1.jpeg,"[""Nothing""]
"
roi_12155_2.jpeg,"[""Building"", ""Vegetation"", ""Tree"", ""Bush""]
"
roi_12155_3.jpeg,"[""Nothing""]
"
roi_12165_0.jpeg,"[""Vegetation""]
"
roi_12165_1.jpeg,"[""Nothing""]
"
roi_12165_2.jpeg,"[""Vegetation"", ""Building""]
"
roi_12165_3.jpeg,"[""Vegetation""]
"
roi_12167_0.jpeg,"```
[""Sky"", ""Tree"", ""Building"", ""House"", ""Vegetation"", ""Fence"", ""Soil"", ""Bush""]
```
"
roi_12172_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12172_1.jpeg,"[""Nothing""]"
roi_12172_2.jpeg,"[""Sky"", ""Powerline"", ""Pole""]
"
roi_12176_0.jpeg,"[""Fence"", ""Vegetation"", ""Tree"", ""Bush""]
"
roi_12176_1.jpeg,"[""Vegetation""]
"
roi_12177_0.jpeg,"[""Vegetation""]
"
roi_12177_1.jpeg,"[""Pole"", ""Fence"", ""Vegetation"", ""Bush"", ""Tree"", ""Sky""]
"
roi_12184_0.jpeg,"[""Nothing""]
"
roi_12184_1.jpeg,"[""Building"", ""House"", ""Fence"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_12184_2.jpeg,"[""Building"", ""House"", ""Flag"", ""Fence"", ""Shadow""]
"
roi_12184_3.jpeg,"[""Sky"", ""Vegetation""]
"
roi_1218_0.jpeg,"[""Text""]
"
roi_1218_1.jpeg,"[""Sky"", ""Road"", ""Soil"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_1218_2.jpeg,"[""Sky"", ""Road"", ""Roadmark"", ""Soil"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_12196_0.jpeg,"[""Road"", ""Soil"", ""Tree"", ""Vegetation"", ""Bush"", ""Shadow of a car""]
"
roi_12196_1.jpeg,"[""Nothing""]
"
roi_12196_2.jpeg,"[""Sky""]
"
roi_121_0.jpeg,"[""Vegetation"", ""Soil"", ""Mountain""]"
roi_121_1.jpeg,"[""Sky"", ""Mountain"", ""Body of water"", ""Vegetation"", ""Bush""]
"
roi_121_2.jpeg,"[""Vehicle"", ""Helicopter"", ""Vegetation"", ""Sky""]
"
roi_12201_0.jpeg,"[""Road"", ""Roadmark"", ""Soil"", ""Vegetation"", ""Shadow of a car"", ""Bush""]
"
roi_12201_1.jpeg,"[""Nothing""]"
roi_12205_0.jpeg,"[""Building"", ""House"", ""Fence"", ""Vegetation"", ""Bush"", ""Tree"", ""Sign"", ""Text""]
"
roi_12212_0.jpeg,"[""Vegetation""]
"
roi_12212_1.jpeg,"[""Soil"", ""Vegetation""]
"
roi_12212_2.jpeg,"[""Tree"", ""Vegetation"", ""Sky"", ""Bush""]
"
roi_12217_0.jpeg,"[""Soil"", ""Vegetation""]
"
roi_12217_1.jpeg,"[""Nothing""]
"
roi_12217_2.jpeg,"[""Building"", ""House"", ""Fence"", ""Vegetation"", ""Bush"", ""Soil"", ""Powerline""]
"
roi_12223_0.jpeg,"[""Building"", ""Air conditioner""]"
roi_12223_1.jpeg,"[""Sky"", ""Powerline""]
"
roi_12224_0.jpeg,"[""Nothing""]
"
roi_12224_1.jpeg,"[""Sky"", ""Powerline"", ""Pole"", ""Field"", ""Vegetation""]
"
roi_12229_0.jpeg,"[""Soil"", ""Nothing""]
"
roi_12229_1.jpeg,"[""Nothing""]
"
roi_12229_2.jpeg,"[""Building"", ""House"", ""Fence"", ""Car"", ""Vehicle""]
"
roi_12232_0.jpeg,"[""Soil"", ""Vegetation""]
"
roi_12232_1.jpeg,"[""Vegetation"", ""Soil"", ""Field""]
"
roi_12246_0.jpeg,"[""Road"", ""Roadmark"", ""Vegetation"", ""Soil"", ""Tree""]
"
roi_12246_1.jpeg,"[""Sky"", ""Nothing""]
"
roi_12250_0.jpeg,"[""Vegetation"", ""Soil"", ""Road"", ""Roadmark"", ""Trashcan"", ""Bush""]
"
roi_12250_1.jpeg,"[""Body of water"", ""House"", ""Vegetation"", ""Building"", ""Tree"", ""Soil""]
"
roi_12250_2.jpeg,"[""Building""]
"
roi_12250_3.jpeg,"[""Sky"", ""Powerline""]
"
roi_12257_0.jpeg,"[""Building"", ""House"", ""Vegetation"", ""Mountain""]"
roi_12257_1.jpeg,"[""House"", ""Building"", ""Vegetation"", ""Bush"", ""Tree"", ""Soil""]
"
roi_12257_2.jpeg,"[""Sky""]
"
roi_12259_0.jpeg,"[""Vegetation"", ""Fence"", ""Tree"", ""Soil"", ""Bush""]
"
roi_12259_1.jpeg,"[""Building"", ""House""]
"
roi_12263_0.jpeg,"[""Vegetation"", ""Building""]
"
roi_12263_1.jpeg,"[""Vegetation"", ""Tree"", ""Bush""]
"
roi_12264_0.jpeg,"[""Nothing""]
"
roi_12264_1.jpeg,"[""Sky"", ""Vegetation"", ""Field"", ""Powerline"", ""Tree"", ""Bush""]
"
roi_12264_2.jpeg,"[""Nothing""]
"
roi_12269_0.jpeg,"[""Vegetation""]
"
roi_12269_1.jpeg,"[""Vegetation"", ""Text""]
"
roi_12269_2.jpeg,"[""Vegetation""]
"
roi_12269_3.jpeg,"[""Vegetation""]
"
roi_12269_4.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Field"", ""Roadsign"", ""Soil""]"
roi_12269_5.jpeg,"[""Nothing""]
"
roi_12274_0.jpeg,"[""Nothing""]
"
roi_12274_1.jpeg,"[""Building"", ""Vegetation"", ""Shadow of a car"", ""Road"", ""Soil""]"
roi_1227_0.jpeg,"[""Nothing""]
"
roi_1227_1.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_1227_2.jpeg,"[""Nothing""]
"
roi_12281_0.jpeg,"[""Nothing""]
"
roi_12281_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12281_2.jpeg,"[""Sky"", ""Clouds""]
"
roi_12286_0.jpeg,"[""Nothing""]
"
roi_12286_1.jpeg,"[""Sky"", ""Building"", ""Tree"", ""Vegetation"", ""Body of water""]
"
roi_12286_2.jpeg,"[""Sky"", ""Pole"", ""Tree"", ""Vegetation"", ""Field""]
"
roi_12286_3.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Field"", ""Powerline""]
"
roi_12292_0.jpeg,"[""Nothing""]
"
roi_12292_1.jpeg,"[""Nothing""]
"
roi_12292_2.jpeg,"[""Nothing""]
"
roi_12292_3.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12292_4.jpeg,"[""House"", ""Building"", ""Vegetation"", ""Tree"", ""Fence""]
"
roi_12292_5.jpeg,"[""Vegetation""]
"
roi_12295_0.jpeg,"[""Vegetation""]"
roi_12295_1.jpeg,"[""Sky"", ""Field"", ""Vegetation"", ""Mountain""]
"
roi_12295_2.jpeg,"[""Sign"", ""Roadsign"", ""Text"", ""Tree"", ""Vegetation""]
"
roi_12298_0.jpeg,"[""Vegetation"", ""Mountain""]
"
roi_12298_1.jpeg,"[""Soil""]
"
roi_12298_2.jpeg,"[""Nothing""]
"
roi_12298_3.jpeg,"[""Tree"", ""Vegetation"", ""Sky""]
"
roi_12308_0.jpeg,"[""Nothing""]
"
roi_12308_1.jpeg,"[""Vegetation""]
"
roi_12308_2.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]"
roi_12308_3.jpeg,"[""Sky"", ""Cloud"", ""Vegetation"", ""Bush""]
"
roi_1230_0.jpeg,"[""Nothing""]
"
roi_1230_1.jpeg,"[""Sky"", ""Cloud""]
"
roi_12317_0.jpeg,"[""Vegetation"", ""Bush"", ""Tree""]
"
roi_12317_1.jpeg,"[""Nothing""]"
roi_12317_2.jpeg,"[""Body of water"", ""Vegetation"", ""Bush"", ""Pole""]
"
roi_12317_3.jpeg,"[""Vegetation""]
"
roi_12317_4.jpeg,"[""Nothing""]
"
roi_12318_0.jpeg,"[""Nothing""]
"
roi_12318_1.jpeg,"[""Building"", ""House"", ""Trashcan"", ""Car"", ""Vehicle"", ""Shadow of a car"", ""Road"", ""Vegetation"", ""Soil""]
"
roi_12318_2.jpeg,"[""Vegetation"", ""Tree"", ""Bush""]
"
roi_12320_0.jpeg,"[""Tree"", ""Vegetation"", ""Soil"", ""Bush""]
"
roi_12327_0.jpeg,"[""Fence"", ""Tree"", ""Vegetation"", ""Soil"", ""Building"", ""Trashcan"", ""Pole"", ""House""]
"
roi_12327_1.jpeg,"[""Sky"", ""Building""]
"
roi_12328_0.jpeg,"[""Nothing""]
"
roi_12328_1.jpeg,"[""Nothing""]
"
roi_12328_2.jpeg,"[""Nothing""]
"
roi_12328_3.jpeg,"[""Building"", ""House"", ""Vegetation"", ""Bush""]"
roi_12345_0.jpeg,"[""Nothing""]
"
roi_12345_1.jpeg,"[""Building"", ""House"", ""Tree"", ""Vegetation"", ""Bush""]"
roi_12345_2.jpeg,"[""Sky""]
"
roi_12345_3.jpeg,"[""Pole"", ""Tree"", ""Vegetation"", ""Powerline""]
"
roi_12347_0.jpeg,"[""Vegetation""]
"
roi_12347_1.jpeg,"[""Vegetation"", ""Tree"", ""Sky""]
"
roi_1234_0.jpeg,"[""Vegetation""]"
roi_1234_1.jpeg,"[""Sky"", ""Building"", ""House"", ""Fence"", ""Vegetation"", ""Bush"", ""Tree"", ""Soil"", ""Powerline""]"
roi_12357_0.jpeg,"[""Tree"", ""Fence"", ""Vegetation"", ""Soil"", ""Bush""]
"
roi_12357_1.jpeg,"[""Tree"", ""Vegetation"", ""Bush"", ""Field""]
"
roi_12357_2.jpeg,"[""Tree"", ""Vegetation"", ""Bush"", ""House"", ""Building"", ""Sky"", ""Soil""]
"
roi_12362_0.jpeg,"[""Sky"", ""Road"", ""Tree"", ""Vegetation"", ""Soil"", ""Fence"", ""Bush""]
"
roi_12369_0.jpeg,"[""Nothing""]
"
roi_12369_1.jpeg,"[""Car"", ""Vehicle""]
"
roi_12369_2.jpeg,"[""Nothing""]
"
roi_12369_3.jpeg,"[""Sky"", ""Building"", ""House"", ""Pole"", ""Tree"", ""Fence"", ""Car"", ""Vehicle"", ""Vegetation"", ""Bush""]
"
roi_12371_0.jpeg,"[""Nothing""]"
roi_12371_1.jpeg,"[""Vegetation"", ""Soil"", ""Fence"", ""Road"", ""Building""]
"
roi_12371_2.jpeg,"[""Sky"", ""Vegetation"", ""Bush"", ""Mountain"", ""Building"", ""Smoke"", ""Field""]
"
roi_12371_3.jpeg,"[""Sky"", ""Building""]
"
roi_12376_0.jpeg,"[""Vegetation""]
"
roi_12376_1.jpeg,"[""Vegetation""]
"
roi_12376_2.jpeg,"[""Nothing""]"
roi_12376_3.jpeg,"[""Sky"", ""Clouds""]
"
roi_12377_0.jpeg,"[""Building"", ""House""]
"
roi_12379_0.jpeg,"[""Vegetation""]"
roi_12379_1.jpeg,"[""Vegetation""]
"
roi_12379_2.jpeg,"[""Road"", ""Roadmark"", ""Vegetation"", ""Bush""]
"
roi_12379_3.jpeg,"[""Tree"", ""Vegetation"", ""Bush""]
"
roi_12380_0.jpeg,"[""Vegetation"", ""Bush"", ""Road""]"
roi_12380_1.jpeg,"[""Road"", ""Roadmark"", ""Soil"", ""Vegetation"", ""Tree"", ""Bush"", ""Mountain"", ""Sky""]
"
roi_12383_0.jpeg,"[""Tree"", ""Vegetation""]
"
roi_12383_1.jpeg,"[""Tree"", ""Building"", ""House"", ""Sky"", ""Vegetation""]
"
roi_12383_2.jpeg,"[""Text"", ""Building""]
"
roi_12386_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12386_1.jpeg,"[""Sky"", ""Field"", ""Vegetation"", ""Tree"", ""Bush""]
"
roi_12386_2.jpeg,"[""Tree"", ""Vegetation""]
"
roi_12389_0.jpeg,"[""Soil"", ""Vegetation"", ""Bush"", ""Shadow of a car"", ""Pole""]
"
roi_12389_1.jpeg,"[""Nothing""]
"
roi_12389_2.jpeg,"[""Vegetation""]
"
roi_12389_3.jpeg,"[""Sky""]
"
roi_12394_0.jpeg,"[""Road"", ""Soil"", ""Vegetation"", ""Bush""]
"
roi_12394_1.jpeg,"[""Sky"", ""Vegetation"", ""Bush"", ""Road"", ""Soil""]
"
roi_12398_0.jpeg,"[""Road"", ""Pole"", ""Vegetation"", ""Bush"", ""Shadow of a car"", ""Car""]
"
roi_12398_1.jpeg,"[""Building"", ""Vegetation"", ""Bush"", ""Road"", ""Fence""]
"
roi_12398_2.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_12398_3.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Building"", ""House""]
"
roi_12401_0.jpeg,"[""Soil"", ""Vegetation""]
"
roi_12401_1.jpeg,"[""Truck"", ""Vehicle"", ""Person"", ""Text"", ""Vegetation""]
"
roi_12402_0.jpeg,"[""Nothing""]
"
roi_12402_1.jpeg,"[""Road"", ""Roadmark""]"
roi_12402_2.jpeg,"[""Vegetation"", ""Tree""]
"
roi_12402_3.jpeg,"[""Vegetation""]
"
roi_12403_0.jpeg,"[""Sky"", ""Building"", ""House"", ""Pole"", ""Tree"", ""Vegetation"", ""Bush"", ""Grass""]
"
roi_12407_0.jpeg,"[""Sky"", ""Tree"", ""Building"", ""House"", ""Fence"", ""Vegetation"", ""Bush"", ""Soil""]
"
roi_12408_0.jpeg,"[""Vegetation""]"
roi_12408_1.jpeg,"[""Sky"", ""Vegetation"", ""Bush""]
"
roi_12410_0.jpeg,"[""Car"", ""Vehicle"", ""Road"", ""Vegetation"", ""Soil""]
"
roi_12410_1.jpeg,"[""Nothing""]
"
roi_12413_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12413_1.jpeg,"[""Vegetation"", ""Bush""]"
roi_12418_0.jpeg,"[""Building"", ""Soil"", ""Pole"", ""Vegetation"", ""Sign"", ""Wall""]
"
roi_12418_1.jpeg,"[""Nothing""]
"
roi_12429_0.jpeg,"[""Soil"", ""Vegetation"", ""Bush""]
"
roi_12429_1.jpeg,"[""Sky"", ""Tree"", ""Powerline"", ""Vegetation""]
"
roi_12429_2.jpeg,"[""Pole"", ""Vegetation"", ""Bush""]
"
roi_12434_0.jpeg,"[""Soil"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_12436_0.jpeg,"[""Car"", ""Vehicle"", ""Soil"", ""Vegetation""]
"
roi_12436_1.jpeg,"[""Nothing""]
"
roi_12436_2.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12441_0.jpeg,"[""Road"", ""Roadmark"", ""Vegetation"", ""Shadow of a car"", ""Pole"", ""Banner"", ""Building""]
"
roi_12441_1.jpeg,"[""Sky"", ""Pole"", ""Flag""]
"
roi_12441_2.jpeg,"[""Nothing""]
"
roi_12443_0.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Field"", ""Bush""]
"
roi_12443_1.jpeg,"[""Tree"", ""Vegetation"", ""Sky""]
"
roi_12445_0.jpeg,"[""Tree"", ""Pole"", ""Sky""]
"
roi_12453_0.jpeg,"[""Nothing""]
"
roi_12453_1.jpeg,"[""Banner"", ""Text"", ""Vegetation"", ""Bush""]
"
roi_12453_2.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Building"", ""Fence"", ""Road"", ""Soil""]
"
roi_12453_3.jpeg,"[""Sky"", ""Powerline"", ""Cloud""]
"
roi_12453_4.jpeg,"[""Sky"", ""Body of water"", ""Vegetation""]"
roi_12458_0.jpeg,"[""Road"", ""Roadmark"", ""Tree"", ""Vegetation"", ""Soil"", ""Bush""]
"
roi_12458_1.jpeg,"[""Nothing""]
"
roi_12458_2.jpeg,"[""Vegetation""]
"
roi_12458_3.jpeg,"[""Sky"", ""Clouds""]
"
roi_12459_0.jpeg,"[""Nothing""]
"
roi_12459_1.jpeg,"[""Tree"", ""Vegetation"", ""Sky"", ""Bush""]
"
roi_12466_0.jpeg,"[""Fence"", ""Road"", ""Tree"", ""Building"", ""Vegetation"", ""Bush""]
"
roi_12467_0.jpeg,"[""Vegetation"", ""Bush"", ""Tree""]
"
roi_12468_0.jpeg,"[""Sky"", ""Road"", ""Roadmark"", ""Tree"", ""Vegetation"", ""Vehicle"", ""Car"", ""Bush""]
"
roi_1246_0.jpeg,"[""Soil"", ""Vegetation""]
"
roi_1246_1.jpeg,"[""Nothing""]
"
roi_1246_2.jpeg,"[""Sky"", ""Cloud""]
"
roi_12474_0.jpeg,"[""Vegetation"", ""Pole"", ""Road"", ""Soil""]
"
roi_12474_1.jpeg,"[""Nothing""]
"
roi_12475_0.jpeg,"[""Vegetation""]
"
roi_12475_1.jpeg,"[""Building"", ""House"", ""Sky"", ""Vegetation"", ""Bush"", ""Tree"", ""Soil""]
"
roi_12487_0.jpeg,"[""Vegetation"", ""Bush""]"
roi_12487_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12487_2.jpeg,"[""Vegetation""]"
roi_12491_0.jpeg,"[""Vegetation"", ""Soil"", ""Bush""]"
roi_12496_0.jpeg,"[""Vegetation"", ""Soil"", ""Bush""]
"
roi_12496_1.jpeg,"[""Vegetation""]
"
roi_12496_2.jpeg,"[""Vegetation""]"
roi_12496_3.jpeg,"[""Tree"", ""Vegetation"", ""Bush""]
"
roi_12499_0.jpeg,"[""Vegetation""]
"
roi_12499_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12499_2.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12499_3.jpeg,"[""Sky"", ""Tree"", ""Vegetation""]
"
roi_1249_0.jpeg,"[""Nothing""]
"
roi_1249_1.jpeg,"[""Road"", ""Roadmark"", ""Vehicle"", ""Shadow of a car""]
"
roi_1249_2.jpeg,"[""Nothing""]
"
roi_1249_3.jpeg,"[""Sky"", ""Road"", ""Soil"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_1249_4.jpeg,"[""Sky"", ""Mountain""]
"
roi_12505_0.jpeg,"[""Text""]
"
roi_12505_1.jpeg,"[""Road"", ""Car"", ""Vehicle"", ""Roadmark"", ""Soil"", ""Shadow of a car"", ""Vegetation"", ""Bush""]
"
roi_12505_2.jpeg,"[""Fence"", ""Vehicle"", ""Building""]
"
roi_12505_3.jpeg,"[""Sky"", ""Powerline"", ""Clouds""]
"
roi_12511_0.jpeg,"[""Vegetation"", ""Shadow""]
"
roi_12511_1.jpeg,"[""Building"", ""House"", ""Vegetation"", ""Bush"", ""Fence"", ""Potted plant""]
"
roi_12511_2.jpeg,"[""Nothing""]
"
roi_12516_0.jpeg,"[""Text"", ""Vegetation""]
"
roi_12516_1.jpeg,"[""Vegetation"", ""Soil"", ""Shadow of a car""]
"
roi_12516_2.jpeg,"[""Nothing""]
"
roi_12517_0.jpeg,"[""Bush"", ""Vegetation""]"
roi_12520_0.jpeg,"[""Text""]
"
roi_12520_1.jpeg,"[""Road"", ""Soil"", ""Building"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_12520_2.jpeg,"[""Nothing""]
"
roi_12523_0.jpeg,"[""Vegetation"", ""Tree"", ""Bush""]
"
roi_12527_0.jpeg,"[""Vegetation"", ""Soil""]"
roi_12527_1.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Field"", ""Bush""]
"
roi_12528_0.jpeg,"[""Soil""]
"
roi_12528_1.jpeg,"[""Building"", ""House"", ""Tree"", ""Vegetation"", ""Shadow""]
"
roi_12535_0.jpeg,"[""Vegetation""]
"
roi_12535_1.jpeg,"[""Tree"", ""Vegetation"", ""Sky"", ""Bush""]
"
roi_12539_0.jpeg,"[""Road"", ""Soil"", ""Tree"", ""Vegetation"", ""Bush""]
"
roi_12539_1.jpeg,"[""Vegetation""]
"
roi_12545_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12545_1.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12545_2.jpeg,"[""Tree"", ""Vegetation"", ""Bush""]
"
roi_12545_3.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12549_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12549_1.jpeg,"[""Vegetation""]
"
roi_12549_2.jpeg,"[""Nothing""]
"
roi_12549_3.jpeg,"[""Tree"", ""Vegetation""]
"
roi_12549_4.jpeg,"[""Vegetation""]
"
roi_12550_0.jpeg,"[""Vegetation"", ""Soil""]"
roi_12550_1.jpeg,"[""Sky"", ""Building"", ""House"", ""Tree"", ""Vegetation"", ""Sign"", ""Roadsign"", ""People""]"
roi_12558_0.jpeg,"[""Vegetation"", ""Bush""]
"
roi_12558_1.jpeg,"[""House"", ""Tree"", ""Fence"", ""Vegetation"", ""Sky"", ""Soil"", ""Bush""]
"
roi_12558_2.jpeg,"[""Sky""]"
roi_12559_0.jpeg,"[""Building"", ""House"", ""Tree"", ""Vegetation"", ""Sky""]
"
roi_12559_1.jpeg,"[""Sky"", ""Pole"", ""Powerline""]
"
roi_12566_0.jpeg,"[""Tree"", ""Vegetation""]
"
roi_12566_1.jpeg,"[""Nothing""]
"
roi_12566_2.jpeg,"[""Sky"", ""Tree"", ""Vegetation"", ""Soil"", ""Field""]
"
roi_12571_0.jpeg,"[""Building"", ""Text"", ""Vehicle"", ""Bicycle""]
"
roi_12571_1.jpeg,"[""Building"", ""Wall""]
"
roi_12575_0.jpeg,"[""Vegetation""]
"
roi_12575_1.jpeg,"[""Sky"", ""Clouds""]
"
roi_12575_2.jpeg,"[""Sky"", ""Powerline""]
"
